"order_number","order_date","delivery_date","delivery_date","customer_key","store_key","product_key","quantity","revenue","cost","profit","delivery_delay_days","order_channel"
"1965003",2020-05-18,2020-05-21,2020-05-21,1925694,0,1596,1,12.66,5.82,6.84,3,Online
"1965004",2020-05-18,2020-05-18,,2074996,45,1657,2,359.98,165.54,194.44,0,In-Store
"1965004",2020-05-18,2020-05-18,,2074996,45,761,5,84.50,43.10,41.40,0,In-Store
"1965004",2020-05-18,2020-05-18,,2074996,45,1806,1,32.00,16.31,15.69,0,In-Store
"1965006",2020-05-18,2020-05-18,,1429878,44,1935,3,1479.00,680.13,798.87,0,In-Store
"1965007",2020-05-18,2020-05-18,,646248,14,2115,1,877.50,403.53,473.97,0,In-Store
"1965008",2020-05-18,2020-05-21,2020-05-21,504828,0,142,6,1799.94,917.64,882.30,3,Online
"1965009",2020-05-18,2020-05-21,2020-05-21,532320,0,1381,3,68.97,31.71,37.26,3,Online
"1965009",2020-05-18,2020-05-21,2020-05-21,532320,0,92,1,149.99,49.69,100.30,3,Online
"1965011",2020-05-18,2020-05-18,,1716647,45,625,1,999.00,459.40,539.60,0,In-Store
"1965011",2020-05-18,2020-05-18,,1716647,45,406,2,765.90,390.48,375.42,0,In-Store
"1965011",2020-05-18,2020-05-18,,1716647,45,391,4,2796.00,1285.76,1510.24,0,In-Store
"1965011",2020-05-18,2020-05-18,,1716647,45,2512,1,129.99,43.07,86.92,0,In-Store
"1966001",2020-05-19,2020-05-19,,1523366,65,107,5,664.95,305.80,359.15,0,In-Store
"1966002",2020-05-19,2020-05-19,,1012961,40,450,1,919.00,304.48,614.52,0,In-Store
"1966002",2020-05-19,2020-05-19,,1012961,40,1563,1,268.00,123.24,144.76,0,In-Store
"1966002",2020-05-19,2020-05-19,,1012961,40,53,2,592.00,196.14,395.86,0,In-Store
"1966002",2020-05-19,2020-05-19,,1012961,40,49,6,1199.70,551.70,648.00,0,In-Store
"1966003",2020-05-19,2020-05-19,,1667987,45,125,6,860.40,438.66,421.74,0,In-Store
"1966004",2020-05-19,2020-05-19,,616327,13,2089,2,515.00,262.56,252.44,0,In-Store
"1966005",2020-05-19,2020-05-22,2020-05-22,2088572,0,1878,2,3978.00,1829.34,2148.66,3,Online
"1966005",2020-05-19,2020-05-22,2020-05-22,2088572,0,1016,2,296.00,136.12,159.88,3,Online
"1966006",2020-05-19,2020-05-19,,999198,38,1569,1,299.00,137.50,161.50,0,In-Store
"1966006",2020-05-19,2020-05-19,,999198,38,102,4,460.00,211.52,248.48,0,In-Store
"1966006",2020-05-19,2020-05-19,,999198,38,1645,1,57.88,26.62,31.26,0,In-Store
"1966006",2020-05-19,2020-05-19,,999198,38,104,4,460.00,211.52,248.48,0,In-Store
"1966007",2020-05-19,2020-05-19,,1546647,61,418,3,809.85,412.89,396.96,0,In-Store
"1966007",2020-05-19,2020-05-19,,1546647,61,2501,3,71.16,36.27,34.89,0,In-Store
"1966009",2020-05-19,2020-05-19,,1081923,39,432,1,499.90,254.86,245.04,0,In-Store
"1966010",2020-05-19,2020-05-19,,385734,10,531,3,2037.00,674.91,1362.09,0,In-Store
"1966012",2020-05-19,2020-05-19,,1230034,49,1720,1,70.13,32.25,37.88,0,In-Store
"1966012",2020-05-19,2020-05-19,,1230034,49,1604,3,779.97,258.42,521.55,0,In-Store
"1966012",2020-05-19,2020-05-19,,1230034,49,659,3,354.00,162.78,191.22,0,In-Store
"1966013",2020-05-19,2020-05-19,,1663333,57,1318,3,50.97,25.98,24.99,0,In-Store
"1966014",2020-05-19,2020-05-19,,1261718,59,1490,1,129.00,65.77,63.23,0,In-Store
"1966014",2020-05-19,2020-05-19,,1261718,59,1602,8,1439.92,662.16,777.76,0,In-Store
"1966014",2020-05-19,2020-05-19,,1261718,59,2517,6,20.10,10.26,9.84,0,In-Store
"1966014",2020-05-19,2020-05-19,,1261718,59,1586,1,12.66,5.82,6.84,0,In-Store
"1967000",2020-05-20,2020-05-20,,1044827,36,1647,6,1079.94,496.62,583.32,0,In-Store
"1967000",2020-05-20,2020-05-20,,1044827,36,1704,3,20.97,10.68,10.29,0,In-Store
"1967002",2020-05-20,2020-05-20,,872446,33,22,3,402.00,184.86,217.14,0,In-Store
"1967003",2020-05-20,2020-05-23,2020-05-23,1292238,0,1449,2,600.00,275.92,324.08,3,Online
"1967003",2020-05-20,2020-05-23,2020-05-23,1292238,0,446,1,219.95,112.14,107.81,3,Online
"1967003",2020-05-20,2020-05-23,2020-05-23,1292238,0,1465,3,597.00,274.53,322.47,3,Online
"1967004",2020-05-20,2020-05-20,,940066,38,1031,1,165.00,75.88,89.12,0,In-Store
"1967004",2020-05-20,2020-05-20,,940066,38,1272,2,13.90,7.08,6.82,0,In-Store
"1967004",2020-05-20,2020-05-20,,940066,38,52,3,599.85,275.85,324.00,0,In-Store
"1967004",2020-05-20,2020-05-20,,940066,38,1782,1,43.00,21.92,21.08,0,In-Store
"1967005",2020-05-20,2020-05-20,,1921829,65,2497,3,29.97,15.27,14.70,0,In-Store
"1967006",2020-05-20,2020-05-20,,2001416,48,1687,3,20.64,9.48,11.16,0,In-Store
"1967006",2020-05-20,2020-05-20,,2001416,48,2515,1,3.35,1.71,1.64,0,In-Store
"1967006",2020-05-20,2020-05-20,,2001416,48,71,4,191.80,88.20,103.60,0,In-Store
"1967007",2020-05-20,2020-05-22,2020-05-22,1307023,0,2489,6,89.94,45.84,44.10,2,Online
"1967008",2020-05-20,2020-05-20,,1649724,55,444,3,2757.00,913.44,1843.56,0,In-Store
"1967008",2020-05-20,2020-05-20,,1649724,55,138,7,3499.93,1609.51,1890.42,0,In-Store
"1967008",2020-05-20,2020-05-20,,1649724,55,965,5,1405.00,716.30,688.70,0,In-Store
"1967009",2020-05-20,2020-05-20,,1129721,39,390,3,3897.00,1291.14,2605.86,0,In-Store
"1967010",2020-05-20,2020-05-20,,1846531,44,145,4,11599.96,3843.28,7756.68,0,In-Store
"1967010",2020-05-20,2020-05-20,,1846531,44,1235,2,1676.00,770.74,905.26,0,In-Store
"1967010",2020-05-20,2020-05-20,,1846531,44,2001,5,3329.70,1103.20,2226.50,0,In-Store
"1967011",2020-05-20,2020-05-20,,1610092,50,451,2,1118.00,514.12,603.88,0,In-Store
"1967012",2020-05-20,2020-05-20,,1869727,50,1578,4,876.00,290.24,585.76,0,In-Store
"1967012",2020-05-20,2020-05-20,,1869727,50,1445,2,536.00,246.48,289.52,0,In-Store
"1967012",2020-05-20,2020-05-20,,1869727,50,426,4,1999.60,1019.44,980.16,0,In-Store
"1967014",2020-05-20,2020-05-20,,397698,9,1491,1,229.00,105.31,123.69,0,In-Store
"1967014",2020-05-20,2020-05-20,,397698,9,1584,1,9.99,5.09,4.90,0,In-Store
"1967014",2020-05-20,2020-05-20,,397698,9,417,7,4193.00,1928.22,2264.78,0,In-Store
"1967014",2020-05-20,2020-05-20,,397698,9,1755,3,194.70,99.27,95.43,0,In-Store
"1967016",2020-05-20,2020-05-20,,1378568,43,1303,2,190.00,87.38,102.62,0,In-Store
"1967016",2020-05-20,2020-05-20,,1378568,43,799,2,79.80,26.44,53.36,0,In-Store
"1967016",2020-05-20,2020-05-20,,1378568,43,1599,2,115.76,53.24,62.52,0,In-Store
"1967017",2020-05-20,2020-05-24,2020-05-24,142335,0,399,1,599.00,275.46,323.54,4,Online
"1967018",2020-05-20,2020-05-20,,1352665,57,725,4,760.00,349.48,410.52,0,In-Store
"1967018",2020-05-20,2020-05-20,,1352665,57,163,1,1592.20,527.53,1064.67,0,In-Store
"1967019",2020-05-20,2020-05-25,2020-05-25,443855,0,94,1,67.40,34.36,33.04,5,Online
"1967019",2020-05-20,2020-05-25,2020-05-25,443855,0,1535,6,1608.00,739.44,868.56,5,Online
"1967020",2020-05-20,2020-05-20,,1923558,47,662,4,944.00,312.76,631.24,0,In-Store
"1967020",2020-05-20,2020-05-20,,1923558,47,1645,1,57.88,26.62,31.26,0,In-Store
"1968000",2020-05-21,2020-05-21,,1696748,47,1456,2,602.00,276.84,325.16,0,In-Store
"1968000",2020-05-21,2020-05-21,,1696748,47,81,2,81.10,37.30,43.80,0,In-Store
"1968001",2020-05-21,2020-05-21,,1395464,57,425,2,738.00,376.26,361.74,0,In-Store
"1968001",2020-05-21,2020-05-21,,1395464,57,141,1,299.99,152.94,147.05,0,In-Store
"1968002",2020-05-21,2020-05-21,,1859855,53,87,1,99.99,45.98,54.01,0,In-Store
"1968002",2020-05-21,2020-05-21,,1859855,53,1113,4,1744.80,578.08,1166.72,0,In-Store
"1968003",2020-05-21,2020-05-21,,1756364,48,66,1,25.69,13.10,12.59,0,In-Store
"1968004",2020-05-21,2020-05-21,,1777022,47,1668,1,6.99,3.56,3.43,0,In-Store
"1968004",2020-05-21,2020-05-21,,1777022,47,1422,2,602.00,276.84,325.16,0,In-Store
"1968004",2020-05-21,2020-05-21,,1777022,47,1128,4,2508.00,830.96,1677.04,0,In-Store
"1968005",2020-05-21,2020-05-21,,477258,22,1101,2,1136.00,376.38,759.62,0,In-Store
"1968005",2020-05-21,2020-05-21,,477258,22,1644,1,57.88,26.62,31.26,0,In-Store
"1968006",2020-05-21,2020-05-21,,1828828,53,662,9,2124.00,703.71,1420.29,0,In-Store
"1968007",2020-05-21,2020-05-21,,567032,24,98,2,240.00,110.36,129.64,0,In-Store
"1968007",2020-05-21,2020-05-21,,567032,24,622,3,6885.00,2281.14,4603.86,0,In-Store
"1968007",2020-05-21,2020-05-21,,567032,24,1689,2,9.96,5.08,4.88,0,In-Store
"1968008",2020-05-21,2020-05-21,,1170323,38,1366,2,65.98,30.34,35.64,0,In-Store
"1968008",2020-05-21,2020-05-21,,1170323,38,668,2,294.00,135.20,158.80,0,In-Store
"1968008",2020-05-21,2020-05-21,,1170323,38,696,1,190.00,87.37,102.63,0,In-Store
"1968009",2020-05-21,2020-05-21,,1945363,57,1647,2,359.98,165.54,194.44,0,In-Store
"1968009",2020-05-21,2020-05-21,,1945363,57,1813,3,96.00,48.93,47.07,0,In-Store
"1968010",2020-05-21,2020-05-21,,936889,42,916,3,537.00,177.93,359.07,0,In-Store
"1968011",2020-05-21,2020-05-21,,497839,27,445,2,1118.00,514.12,603.88,0,In-Store
"1968011",2020-05-21,2020-05-21,,497839,27,437,1,499.90,254.86,245.04,0,In-Store
"1968011",2020-05-21,2020-05-21,,497839,27,1609,2,519.98,172.28,347.70,0,In-Store
"1968011",2020-05-21,2020-05-21,,497839,27,853,1,230.90,76.50,154.40,0,In-Store
"1968012",2020-05-21,2020-05-21,,504517,26,61,1,181.00,83.24,97.76,0,In-Store
"1968012",2020-05-21,2020-05-21,,504517,26,443,3,1047.00,481.47,565.53,0,In-Store
"1968012",2020-05-21,2020-05-21,,504517,26,2499,1,23.72,12.09,11.63,0,In-Store
"1968013",2020-05-21,2020-05-21,,1412621,49,495,2,278.00,141.74,136.26,0,In-Store
"1968013",2020-05-21,2020-05-21,,1412621,49,2517,1,3.35,1.71,1.64,0,In-Store
"1968014",2020-05-21,2020-05-21,,1980266,45,1431,1,256.00,117.73,138.27,0,In-Store
"1968014",2020-05-21,2020-05-21,,1980266,45,1350,1,12.99,6.62,6.37,0,In-Store
"1968014",2020-05-21,2020-05-21,,1980266,45,886,2,300.00,99.40,200.60,0,In-Store
"1968015",2020-05-21,2020-05-21,,1618248,50,1682,3,26.97,12.39,14.58,0,In-Store
"1968015",2020-05-21,2020-05-21,,1618248,50,1671,1,4.99,2.54,2.45,0,In-Store
"1968015",2020-05-21,2020-05-21,,1618248,50,454,2,539.80,275.20,264.60,0,In-Store
"1968015",2020-05-21,2020-05-21,,1618248,50,175,3,350.70,161.28,189.42,0,In-Store
"1968016",2020-05-21,2020-05-21,,1886776,59,1899,1,493.00,226.71,266.29,0,In-Store
"1968017",2020-05-21,2020-05-25,2020-05-25,178612,0,1327,3,140.97,46.71,94.26,4,Online
"1968018",2020-05-21,2020-05-21,,753461,30,2044,3,599.97,275.91,324.06,0,In-Store
"1968018",2020-05-21,2020-05-21,,753461,30,1694,2,17.76,8.16,9.60,0,In-Store
"1968019",2020-05-21,2020-05-21,,292911,10,435,1,269.95,137.63,132.32,0,In-Store
"1968019",2020-05-21,2020-05-21,,292911,10,104,3,345.00,158.64,186.36,0,In-Store
"1968020",2020-05-21,2020-05-21,,844208,31,430,5,1349.75,688.15,661.60,0,In-Store
"1968020",2020-05-21,2020-05-21,,844208,31,715,7,1043.00,479.64,563.36,0,In-Store
"1968021",2020-05-21,2020-05-21,,252769,8,1593,1,13.89,6.39,7.50,0,In-Store
"1969000",2020-05-22,2020-05-22,,1178379,38,1091,1,358.00,164.63,193.37,0,In-Store
"1969000",2020-05-22,2020-05-22,,1178379,38,1699,3,20.64,9.48,11.16,0,In-Store
"1969001",2020-05-22,2020-05-29,2020-05-29,522979,0,156,2,939.94,432.24,507.70,7,Online
"1969002",2020-05-22,2020-05-22,,514540,23,457,2,439.90,224.28,215.62,0,In-Store
"1969002",2020-05-22,2020-05-22,,514540,23,459,2,539.80,275.20,264.60,0,In-Store
"1969003",2020-05-22,2020-05-22,,1233629,43,1574,4,239.96,110.36,129.60,0,In-Store
"1969003",2020-05-22,2020-05-22,,1233629,43,2015,2,359.98,165.54,194.44,0,In-Store
"1969003",2020-05-22,2020-05-22,,1233629,43,1909,3,9599.97,3180.66,6419.31,0,In-Store
"1969003",2020-05-22,2020-05-22,,1233629,43,396,2,2598.00,860.76,1737.24,0,In-Store
"1969003",2020-05-22,2020-05-22,,1233629,43,1696,1,16.99,5.63,11.36,0,In-Store
"1969004",2020-05-22,2020-05-27,2020-05-27,1514787,0,159,5,5499.95,2529.25,2970.70,5,Online
"1969004",2020-05-22,2020-05-27,2020-05-27,1514787,0,1570,6,2388.00,791.22,1596.78,5,Online
"1969005",2020-05-22,2020-05-22,,1518244,62,826,3,50.70,25.86,24.84,0,In-Store
"1969005",2020-05-22,2020-05-22,,1518244,62,1309,6,168.00,85.68,82.32,0,In-Store
"1969006",2020-05-22,2020-05-22,,1777025,47,1840,1,1599.00,815.22,783.78,0,In-Store
"1969006",2020-05-22,2020-05-22,,1777025,47,1457,5,945.00,434.55,510.45,0,In-Store
"1969006",2020-05-22,2020-05-22,,1777025,47,1385,9,206.91,95.13,111.78,0,In-Store
"1969006",2020-05-22,2020-05-22,,1777025,47,757,2,55.80,25.66,30.14,0,In-Store
"1969007",2020-05-22,2020-05-22,,1878834,47,199,1,569.00,261.66,307.34,0,In-Store
"1969007",2020-05-22,2020-05-22,,1878834,47,771,4,63.60,32.44,31.16,0,In-Store
"1969007",2020-05-22,2020-05-22,,1878834,47,486,2,138.00,70.36,67.64,0,In-Store
"1969007",2020-05-22,2020-05-22,,1878834,47,1584,5,49.95,25.45,24.50,0,In-Store
"1969007",2020-05-22,2020-05-22,,1878834,47,681,2,242.00,111.28,130.72,0,In-Store
"1969007",2020-05-22,2020-05-22,,1878834,47,962,1,188.00,86.45,101.55,0,In-Store
"1969007",2020-05-22,2020-05-22,,1878834,47,2489,1,14.99,7.64,7.35,0,In-Store
"1969008",2020-05-22,2020-05-25,2020-05-25,1885279,0,1924,4,1199.96,611.76,588.20,3,Online
"1969009",2020-05-22,2020-05-22,,646010,16,2104,3,772.50,393.84,378.66,0,In-Store
"1969009",2020-05-22,2020-05-22,,646010,16,552,1,2499.00,827.97,1671.03,0,In-Store
"1969009",2020-05-22,2020-05-22,,646010,16,421,2,938.00,431.36,506.64,0,In-Store
"1969009",2020-05-22,2020-05-22,,646010,16,1332,1,28.99,13.33,15.66,0,In-Store
"1969010",2020-05-22,2020-05-22,,1415255,49,267,6,1974.00,1006.38,967.62,0,In-Store
"1969010",2020-05-22,2020-05-22,,1415255,49,1753,5,445.00,204.65,240.35,0,In-Store
"1969010",2020-05-22,2020-05-22,,1415255,49,54,1,296.00,98.07,197.93,0,In-Store
"1969010",2020-05-22,2020-05-22,,1415255,49,1668,5,34.95,17.80,17.15,0,In-Store
"1969010",2020-05-22,2020-05-22,,1415255,49,1589,2,19.98,10.18,9.80,0,In-Store
"1969012",2020-05-22,2020-05-22,,599656,22,1644,6,347.28,159.72,187.56,0,In-Store
"1969012",2020-05-22,2020-05-22,,599656,22,46,2,299.90,152.90,147.00,0,In-Store
"1969012",2020-05-22,2020-05-22,,599656,22,1597,2,115.76,53.24,62.52,0,In-Store
"1969013",2020-05-22,2020-05-22,,222512,9,727,7,1316.00,605.15,710.85,0,In-Store
"1969014",2020-05-22,2020-05-22,,940049,42,2517,1,3.35,1.71,1.64,0,In-Store
"1970000",2020-05-23,2020-05-23,,283685,8,1270,8,55.60,28.32,27.28,0,In-Store
"1970001",2020-05-23,2020-05-23,,74845,5,1705,7,48.16,22.12,26.04,0,In-Store
"1970001",2020-05-23,2020-05-23,,74845,5,931,1,55.00,28.04,26.96,0,In-Store
"1970001",2020-05-23,2020-05-23,,74845,5,1605,2,579.98,192.16,387.82,0,In-Store
"1970002",2020-05-23,2020-05-23,,410798,21,170,1,109.00,50.13,58.87,0,In-Store
"1970002",2020-05-23,2020-05-23,,410798,21,117,3,509.97,260.01,249.96,0,In-Store
"1970002",2020-05-23,2020-05-23,,410798,21,1621,3,38.97,19.86,19.11,0,In-Store
"1970002",2020-05-23,2020-05-23,,410798,21,163,4,6368.80,2110.12,4258.68,0,In-Store
"1970003",2020-05-23,2020-05-23,,1946530,66,1390,3,116.97,53.79,63.18,0,In-Store
"1970003",2020-05-23,2020-05-23,,1946530,66,2149,3,489.00,249.30,239.70,0,In-Store
"1970004",2020-05-23,2020-05-28,2020-05-28,2044567,0,2497,1,9.99,5.09,4.90,5,Online
"1970005",2020-05-23,2020-05-25,2020-05-25,859587,0,1667,1,5.50,2.80,2.70,2,Online
"1970006",2020-05-23,2020-05-23,,606749,18,445,4,2236.00,1028.24,1207.76,0,In-Store
"1970006",2020-05-23,2020-05-23,,606749,18,1419,1,258.00,118.65,139.35,0,In-Store
"1970006",2020-05-23,2020-05-23,,606749,18,1301,3,285.00,131.07,153.93,0,In-Store
"1970007",2020-05-23,2020-05-23,,2092310,62,1040,5,990.00,455.25,534.75,0,In-Store
"1970007",2020-05-23,2020-05-23,,2092310,62,101,3,360.00,165.54,194.46,0,In-Store
"1970007",2020-05-23,2020-05-23,,2092310,62,1472,1,239.00,109.91,129.09,0,In-Store
"1970007",2020-05-23,2020-05-23,,2092310,62,959,2,400.00,132.52,267.48,0,In-Store
"1970008",2020-05-23,2020-05-23,,1861020,47,36,1,95.95,48.92,47.03,0,In-Store
"1970008",2020-05-23,2020-05-23,,1861020,47,1297,5,125.00,57.50,67.50,0,In-Store
"1970009",2020-05-23,2020-05-23,,892225,34,1622,10,2190.00,725.60,1464.40,0,In-Store
"1970010",2020-05-23,2020-05-28,2020-05-28,887497,0,1603,1,109.99,56.08,53.91,5,Online
"1970010",2020-05-23,2020-05-28,2020-05-28,887497,0,1639,6,59.94,30.54,29.40,5,Online
"1970011",2020-05-23,2020-05-23,,980080,39,1571,1,56.99,26.21,30.78,0,In-Store
"1970012",2020-05-23,2020-05-23,,1472319,55,1599,2,115.76,53.24,62.52,0,In-Store
"1970012",2020-05-23,2020-05-23,,1472319,55,1702,3,50.97,16.89,34.08,0,In-Store
"1970012",2020-05-23,2020-05-23,,1472319,55,1444,10,2300.00,1057.70,1242.30,0,In-Store
"1970012",2020-05-23,2020-05-23,,1472319,55,1139,10,3280.00,1508.40,1771.60,0,In-Store
"1970012",2020-05-23,2020-05-23,,1472319,55,1064,5,3135.00,1038.70,2096.30,0,In-Store
"1970013",2020-05-23,2020-05-23,,602244,12,1381,7,160.93,73.99,86.94,0,In-Store
"1970013",2020-05-23,2020-05-23,,602244,12,1665,8,39.92,20.32,19.60,0,In-Store
"1970014",2020-05-23,2020-05-23,,1540067,51,693,1,229.00,75.87,153.13,0,In-Store
"1970015",2020-05-23,2020-05-23,,637759,13,1525,8,3216.00,1065.52,2150.48,0,In-Store
"1970017",2020-05-23,2020-05-23,,1453679,54,1472,3,717.00,329.73,387.27,0,In-Store
"1970018",2020-05-23,2020-05-23,,1265115,64,39,2,598.46,198.28,400.18,0,In-Store
"1970019",2020-05-23,2020-05-27,2020-05-27,560662,0,418,4,1079.80,550.52,529.28,4,Online
"1970019",2020-05-23,2020-05-27,2020-05-27,560662,0,1419,3,774.00,355.95,418.05,4,Online
"1970019",2020-05-23,2020-05-27,2020-05-27,560662,0,66,1,25.69,13.10,12.59,4,Online
"1970019",2020-05-23,2020-05-27,2020-05-27,560662,0,1753,3,267.00,122.79,144.21,4,Online
"1970020",2020-05-23,2020-05-23,,1583170,53,2090,2,2950.00,977.40,1972.60,0,In-Store
"1970021",2020-05-23,2020-05-23,,1335162,66,111,7,1749.93,579.81,1170.12,0,In-Store
"1970021",2020-05-23,2020-05-23,,1335162,66,2348,2,1271.98,421.44,850.54,0,In-Store
"1970021",2020-05-23,2020-05-23,,1335162,66,1609,3,779.97,258.42,521.55,0,In-Store
"1970021",2020-05-23,2020-05-23,,1335162,66,1463,1,293.00,134.74,158.26,0,In-Store
"1970022",2020-05-23,2020-05-23,,1495200,50,441,2,459.80,234.42,225.38,0,In-Store
"1970022",2020-05-23,2020-05-23,,1495200,50,1703,2,10.78,5.50,5.28,0,In-Store
"1970023",2020-05-23,2020-05-23,,1307834,47,1313,2,410.00,188.54,221.46,0,In-Store
"1970023",2020-05-23,2020-05-23,,1307834,47,1416,3,924.00,424.92,499.08,0,In-Store
"1970024",2020-05-23,2020-05-23,,1628618,55,619,2,502.00,230.86,271.14,0,In-Store
"1970024",2020-05-23,2020-05-23,,1628618,55,53,2,592.00,196.14,395.86,0,In-Store
"1970024",2020-05-23,2020-05-23,,1628618,55,2107,1,791.00,363.75,427.25,0,In-Store
"1970025",2020-05-23,2020-05-25,2020-05-25,309994,0,1760,5,474.00,218.00,256.00,2,Online
"1970025",2020-05-23,2020-05-25,2020-05-25,309994,0,1632,2,35.98,16.54,19.44,2,Online
"1970025",2020-05-23,2020-05-25,2020-05-25,309994,0,1608,1,109.99,56.08,53.91,2,Online
"1970026",2020-05-23,2020-05-23,,1251398,50,2511,1,4.06,2.07,1.99,0,In-Store
"1970026",2020-05-23,2020-05-23,,1251398,50,1494,5,1040.00,478.25,561.75,0,In-Store
"1971000",2020-05-24,2020-05-24,,1714346,50,1515,1,230.00,105.77,124.23,0,In-Store
"1971000",2020-05-24,2020-05-24,,1714346,50,1646,1,159.99,73.57,86.42,0,In-Store
"1971000",2020-05-24,2020-05-24,,1714346,50,1816,1,32.00,16.31,15.69,0,In-Store
"1971001",2020-05-24,2020-05-24,,1717242,43,1705,1,6.88,3.16,3.72,0,In-Store
"1971001",2020-05-24,2020-05-24,,1717242,43,1675,1,6.89,3.17,3.72,0,In-Store
"1972000",2020-05-25,2020-05-30,2020-05-30,1031203,0,2004,3,419.97,214.11,205.86,5,Online
"1972000",2020-05-25,2020-05-30,2020-05-30,1031203,0,61,10,1810.00,832.40,977.60,5,Online
"1972001",2020-05-25,2020-05-29,2020-05-29,1139356,0,424,3,809.85,412.89,396.96,4,Online
"1972001",2020-05-25,2020-05-29,2020-05-29,1139356,0,103,6,690.00,317.28,372.72,4,Online
"1972001",2020-05-25,2020-05-29,2020-05-29,1139356,0,47,4,599.80,305.80,294.00,4,Online
"1972001",2020-05-25,2020-05-29,2020-05-29,1139356,0,2071,3,299.97,152.94,147.03,4,Online
"1972001",2020-05-25,2020-05-29,2020-05-29,1139356,0,119,7,839.93,428.19,411.74,4,Online
"1972001",2020-05-25,2020-05-29,2020-05-29,1139356,0,1594,1,9.99,5.09,4.90,4,Online
"1972002",2020-05-25,2020-05-25,,1909588,65,425,2,738.00,376.26,361.74,0,In-Store
"1972002",2020-05-25,2020-05-25,,1909588,65,1769,2,68.00,31.28,36.72,0,In-Store
"1972003",2020-05-25,2020-05-30,2020-05-30,1764995,0,987,1,200.00,66.26,133.74,5,Online
"1972004",2020-05-25,2020-05-25,,1706247,66,1461,1,308.00,141.64,166.36,0,In-Store
"1972004",2020-05-25,2020-05-25,,1706247,66,688,1,118.00,54.26,63.74,0,In-Store
"1972004",2020-05-25,2020-05-25,,1706247,66,1607,4,719.96,331.08,388.88,0,In-Store
"1972004",2020-05-25,2020-05-25,,1706247,66,417,7,4193.00,1928.22,2264.78,0,In-Store
"1972005",2020-05-25,2020-05-25,,2057050,55,612,7,17493.00,5795.79,11697.21,0,In-Store
"1972005",2020-05-25,2020-05-25,,2057050,55,2141,7,5221.93,2401.35,2820.58,0,In-Store
"1972005",2020-05-25,2020-05-25,,2057050,55,1568,4,1120.00,515.04,604.96,0,In-Store
"1972006",2020-05-25,2020-05-25,,1924329,48,500,4,276.00,91.44,184.56,0,In-Store
"1972007",2020-05-25,2020-05-25,,2032996,62,114,1,249.99,82.83,167.16,0,In-Store
"1972009",2020-05-25,2020-05-25,,1338761,62,1577,4,876.00,290.24,585.76,0,In-Store
"1972010",2020-05-25,2020-05-25,,2036809,48,1586,1,12.66,5.82,6.84,0,In-Store
"1972010",2020-05-25,2020-05-25,,2036809,48,2103,1,508.00,258.99,249.01,0,In-Store
"1972010",2020-05-25,2020-05-25,,2036809,48,1418,1,293.00,134.74,158.26,0,In-Store
"1972010",2020-05-25,2020-05-25,,2036809,48,1573,4,235.96,108.52,127.44,0,In-Store
"1972010",2020-05-25,2020-05-25,,2036809,48,1604,4,1039.96,344.56,695.40,0,In-Store
"1972010",2020-05-25,2020-05-25,,2036809,48,135,1,349.95,160.93,189.02,0,In-Store
"1972010",2020-05-25,2020-05-25,,2036809,48,1767,4,136.00,62.56,73.44,0,In-Store
"1973000",2020-05-26,2020-05-26,,346204,8,1028,2,258.00,118.64,139.36,0,In-Store
"1973000",2020-05-26,2020-05-26,,346204,8,989,3,495.00,227.64,267.36,0,In-Store
"1973000",2020-05-26,2020-05-26,,346204,8,1434,3,804.00,369.72,434.28,0,In-Store
"1973000",2020-05-26,2020-05-26,,346204,8,1666,3,50.67,16.80,33.87,0,In-Store
"1973001",2020-05-26,2020-06-01,2020-06-01,1910322,0,182,1,119.00,54.72,64.28,6,Online
"1973001",2020-05-26,2020-06-01,2020-06-01,1910322,0,1696,2,33.98,11.26,22.72,6,Online
"1973001",2020-05-26,2020-06-01,2020-06-01,1910322,0,1664,1,8.99,4.13,4.86,6,Online
"1973001",2020-05-26,2020-06-01,2020-06-01,1910322,0,1527,7,1876.00,862.68,1013.32,6,Online
"1973001",2020-05-26,2020-06-01,2020-06-01,1910322,0,57,4,624.00,318.12,305.88,6,Online
"1973002",2020-05-26,2020-05-26,,1541000,51,1131,3,984.00,452.52,531.48,0,In-Store
"1973002",2020-05-26,2020-05-26,,1541000,51,443,6,2094.00,962.94,1131.06,0,In-Store
"1973002",2020-05-26,2020-05-26,,1541000,51,1521,2,620.00,285.12,334.88,0,In-Store
"1973002",2020-05-26,2020-05-26,,1541000,51,1414,5,1280.00,588.65,691.35,0,In-Store
"1973002",2020-05-26,2020-05-26,,1541000,51,2517,7,23.45,11.97,11.48,0,In-Store
"1973002",2020-05-26,2020-05-26,,1541000,51,94,6,404.40,206.16,198.24,0,In-Store
"1973003",2020-05-26,2020-05-26,,1324146,59,1188,2,360.00,183.54,176.46,0,In-Store
"1973004",2020-05-26,2020-05-26,,1964906,61,132,2,400.00,203.94,196.06,0,In-Store
"1973005",2020-05-26,2020-05-30,2020-05-30,99810,0,425,6,2214.00,1128.78,1085.22,4,Online
"1973005",2020-05-26,2020-05-30,2020-05-30,99810,0,1287,4,311.96,159.04,152.92,4,Online
"1973005",2020-05-26,2020-05-30,2020-05-30,99810,0,459,7,1889.30,963.20,926.10,4,Online
"1973006",2020-05-26,2020-05-26,,175310,5,432,2,999.80,509.72,490.08,0,In-Store
